 Casos de aids identificados no Brasil
Freqüência por Ano Diagnóstico e Sexo
Ano Diagnóstico: 2025
UF Residência: Distrito Federal
Região Res.: Região Centro-Oeste
UF Notificação: Distrito Federal
Período:2025
"Ano Diagnóstico";"Masculino";"Feminino";"Total"
"2025";215;65;280
"Total";215;65;280
