 Casos de aids identificados no Brasil
Freqüência por Ano Diagnóstico e Região Not.
Ano Diagnóstico: 2025
UF Residência: Distrito Federal
Região Res.: Região Centro-Oeste
UF Notificação: Distrito Federal
Período:2025
"Ano Diagnóstico";"Região Centro-Oeste";"Total"
"2025";280;280
"Total";280;280
