 Casos de aids identificados no Brasil
Freqüência por Ano Diagnóstico e Categ Exp Hierar
Ano Diagnóstico: 2025
UF Residência: Distrito Federal
Região Res.: Região Centro-Oeste
UF Notificação: Distrito Federal
Período:2025
"Ano Diagnóstico";"Homossexual";"Bissexual";"Heterossexual";"UDI";"Hemofílico";"Transfusão";"Transmissão Vertical";"Ignorado";"Total"
"2025";71;22;81;8;1;1;2;94;280
"Total";71;22;81;8;1;1;2;94;280
