 Casos de aids identificados no Brasil
Freqüência por Ano Diagnóstico e Escolaridade
Ano Diagnóstico: 2025
UF Residência: Distrito Federal
Região Res.: Região Centro-Oeste
UF Notificação: Distrito Federal
Período:2025
"Ano Diagnóstico";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"2025";18;5;8;15;10;28;53;15;44;196
"Total";18;5;8;15;10;28;53;15;44;196
